SG_UF_ESCOLA,NO_MUNICIPIO_ESCOLA,NO_ESCOLA_EDUCACENSO,TP_DEPENDENCIA_ADM_ESCOLA,TP_LOCALIZACAO_ESCOLA,NU_MATRICULAS,NU_PARTICIPANTES_NEC_ESP,NU_PARTICIPANTES,NU_TAXA_PARTICIPACAO,NU_MEDIA_MT,INSE,PC_FORMACAO_DOCENTE,NU_TAXA_PERMANENCIA,NU_TAXA_APROVACAO,NU_TAXA_REPROVACAO,NU_TAXA_ABANDONO,PORTE_ESCOLA
MG,Passos,COLEGIO OBJETIVO PASSOS,4,1,36,0.0,35,97.22,639.67,Grupo 6,73.3,68.57,99.0,1.0,0.0,De 31 a 60 alunos
MG,Santo Antônio do Monte,EE PADRE PAULO,2,1,52,0.0,31,59.62,484.85,Grupo 4,70.8,96.77,93.9,3.0,3.1,De 31 a 60 alunos
MG,Leopoldina,CAMPUS 3 - LEOPOLDINA,1,1,66,0.0,64,96.97,660.46,Grupo 4,55.9,98.44,74.3,25.3,0.4,De 61 a 90 alunos
MG,Nova Lima,C EDUC SAO TOMAS DE AQUINO,4,1,22,0.0,22,100.0,621.96,Grupo 5,76.3,95.45,88.9,9.9,1.2,De 1 a 30 alunos
MG,Barão de Cocais,COL EDUCARE,4,1,27,0.0,26,96.3,616.6,Grupo 5,55.6,80.77,98.1,1.9,0.0,De 1 a 30 alunos
MG,Itaúna,COLEGIO CENECISTA EDUCARE DE ITAUNA,4,1,24,1.0,21,87.5,635.25,Grupo 5,78.1,76.19,89.6,10.4,0.0,De 1 a 30 alunos
MG,Resplendor,COLEGIO INTEGRAL CENECISTA DE RESPLENDOR,4,1,11,0.0,11,100.0,622.82,Grupo 5,44.1,90.91,100.0,0.0,0.0,De 1 a 30 alunos
MG,Salinas,COL PRESBITERIANO DE SALINAS,4,1,21,0.0,20,95.24,606.31,Grupo 5,84.8,60.0,96.8,3.2,0.0,De 1 a 30 alunos
MG,Muzambinho,COL LYCEU,4,1,24,0.0,24,100.0,571.94,Grupo 5,62.0,79.17,92.8,7.2,0.0,De 1 a 30 alunos
MG,São Sebastião do Paraíso,COL OBJETIVO DE S S PARAISO NHN,4,1,21,0.0,20,95.24,640.53,Grupo 5,74.1,85.0,98.6,1.4,0.0,De 1 a 30 alunos
MG,Paraopeba,COLEGIO NOSSA SENHORA DO CARMO,4,1,21,0.0,20,95.24,511.7,Grupo 4,56.1,95.0,97.0,3.0,0.0,De 1 a 30 alunos
MG,Uberlândia,INSTITUTO EDUCACIONAL SHALOM,4,1,22,0.0,21,95.45,568.83,Grupo 5,59.5,52.38,100.0,0.0,0.0,De 1 a 30 alunos
MG,Ouro Branco,COLEGIO ARQUIDIOCESANO DE OURO BRANCO,4,1,21,0.0,20,95.24,576.02,Grupo 5,53.7,100.0,100.0,0.0,0.0,De 1 a 30 alunos
MG,Jacutinga,COLEGIO EDUCACAO E CULTURA,4,1,12,0.0,11,91.67,663.05,Grupo 5,58.3,90.91,86.7,13.3,0.0,De 1 a 30 alunos
MG,Ponte Nova,COLEGIO EQUIPE DE PONTE NOVA,4,1,41,0.0,38,92.68,553.78,Grupo 4,57.4,73.68,82.8,16.2,1.0,De 31 a 60 alunos
MG,Monte Santo de Minas,ESCOLA DEGRAUS,4,1,16,1.0,15,93.75,632.99,Grupo 5,53.5,93.33,97.8,2.2,0.0,De 1 a 30 alunos
MG,Juiz de Fora,COLEGIO META DE ENSINO FUNDAMENTAL E MEDIO,4,1,31,0.0,30,96.77,580.68,Grupo 5,77.3,76.67,92.2,7.8,0.0,De 31 a 60 alunos
MG,Juiz de Fora,COL SAO MATEUS,4,1,21,0.0,20,95.24,518.27,Grupo 5,60.0,60.0,85.1,14.9,0.0,De 1 a 30 alunos
MG,Canaã,EE MARIA APARECIDA DAVID,2,1,37,0.0,30,81.08,461.6,Grupo 2,52.8,93.33,88.8,9.5,1.7,De 31 a 60 alunos
MG,Salinas,IFNMG - CAMPUS SALINAS,1,2,154,0.0,151,98.05,509.39,Grupo 3,63.1,99.34,90.5,9.5,0.0,Maior que 90 alunos
MG,Janaúba,EE JOAQUIM MAURICIO DE AZEVEDO,2,1,139,0.0,100,71.94,450.71,Grupo 3,79.8,87.0,85.5,14.5,0.0,Maior que 90 alunos
MG,Pouso Alegre,EM - DR ANGELO CONSOLI,3,1,24,1.0,17,70.83,467.01,Grupo 4,62.9,70.59,68.8,13.0,18.2,De 1 a 30 alunos
MG,Betim,COLEGIO EDUCARE DE BETIM,4,1,150,0.0,140,93.33,567.28,Grupo 5,71.4,83.57,96.9,3.1,0.0,Maior que 90 alunos
MG,Cambuí,ESC ANA BUENO,4,1,13,0.0,13,100.0,546.12,Grupo 5,35.7,100.0,94.3,5.7,0.0,De 1 a 30 alunos
MG,Ouro Fino,ESCOLA ROCHEL DE EDUCACAO INFANTIL ENSINO FUNDAMENTAL E ENSINO MEDIO,4,1,21,0.0,19,90.48,579.06,Grupo 4,75.0,89.47,100.0,0.0,0.0,De 1 a 30 alunos
MG,Contagem,COL ESPIR PROF RUBENS C ROMANELLI,4,1,23,0.0,22,95.65,526.31,Grupo 4,67.6,77.27,74.0,26.0,0.0,De 1 a 30 alunos
MG,Contagem,INSTITUTO EROS GUSTAVO,4,1,22,1.0,21,95.45,521.0,Grupo 4,69.2,90.48,95.9,4.1,0.0,De 1 a 30 alunos
MG,Araxá,CEFET-MG - UNED ARAXA,1,1,85,0.0,81,95.29,671.72,Grupo 5,59.0,90.12,63.7,36.0,0.3,De 61 a 90 alunos
MG,Ubá,INSTITUTO DE APLICACAO EDUCACIONAL,4,1,18,0.0,16,88.89,673.05,Grupo 4,54.3,100.0,90.6,7.8,1.6,De 1 a 30 alunos
MG,Unaí,EE JUVENCIO MARTINS FERREIRA,2,2,49,0.0,30,61.22,452.73,Grupo 2,40.3,93.33,91.6,0.0,8.4,De 31 a 60 alunos
MG,Rio Casca,COLEGIO EQUIPE DE RIO CASCA,4,1,23,0.0,22,95.65,557.88,Grupo 4,65.2,100.0,100.0,0.0,0.0,De 1 a 30 alunos
MG,Matozinhos,ESC MENINADA EDUC INF ALTERNATIVA ENS FUN E ENS MEDIO,4,1,26,0.0,25,96.15,667.62,Grupo 5,70.3,92.0,97.3,2.7,0.0,De 1 a 30 alunos
MG,Araguari,COLEGIO NACIONAL DO ENSINO MEDIO DE ARAGUARI,4,1,29,0.0,28,96.55,620.65,Grupo 5,70.7,75.0,95.2,3.8,1.0,De 1 a 30 alunos
MG,Itajubá,CURSO G9,4,1,62,0.0,60,96.77,627.74,Grupo 5,55.8,63.33,95.9,4.1,0.0,De 61 a 90 alunos
MG,São Francisco,EE BRASILIANO BRAZ,2,1,224,0.0,156,69.64,454.18,Grupo 2,72.9,84.62,85.3,7.7,7.0,Maior que 90 alunos
MG,Guaxupé,COL OBJETIVO DE GUAXUPE UNIDADE I,4,1,23,0.0,20,86.96,576.51,Grupo 5,80.0,65.0,96.8,3.2,0.0,De 1 a 30 alunos
MG,Cataguases,COL CIDADE DE CATAGUASES,4,1,62,0.0,59,95.16,582.58,Grupo 4,35.3,66.1,95.7,4.3,0.0,De 61 a 90 alunos
MG,Itaú de Minas,EE ARY PIMENTA BUGELLI,2,1,109,0.0,61,55.96,456.61,Grupo 3,53.8,78.69,71.7,9.6,18.7,Maior que 90 alunos
MG,Viçosa,COLEGIO AGORA,4,1,27,0.0,27,100.0,593.35,Grupo 4,61.8,77.78,83.6,16.4,0.0,De 1 a 30 alunos
MG,Viçosa,COL ANGULO DE VICOSA,4,1,124,1.0,122,98.39,644.99,Grupo 5,43.7,53.28,92.8,6.9,0.3,Maior que 90 alunos
MG,Muzambinho,IFSULDEMINAS - CAMPUS MUZAMBINHO,1,2,118,0.0,114,96.61,553.11,Grupo 4,74.1,98.25,94.0,4.0,2.0,Maior que 90 alunos
MG,Teófilo Otoni,ESC COOP EDUC TEOFILO OTONI,4,1,10,1.0,10,100.0,500.44,Grupo 5,67.5,70.0,87.8,12.2,0.0,De 1 a 30 alunos
MG,Uberaba,COLEGIO OPCAO,4,1,24,0.0,22,91.67,600.39,Grupo 5,55.0,77.27,100.0,0.0,0.0,De 1 a 30 alunos
MG,Belo Horizonte,ESCOLA DE FORMACAO GERENCIAL - EFG,4,1,127,0.0,113,88.98,650.33,Grupo 6,81.2,100.0,97.6,2.4,0.0,Maior que 90 alunos
MG,Belo Horizonte,COLEGIO SOMA,4,1,123,0.0,120,97.56,630.7,Grupo 6,78.5,31.67,96.1,3.9,0.0,Maior que 90 alunos
MG,Belo Horizonte,COL PROMOVE PAMPULHA,4,1,25,0.0,23,92.0,599.15,Grupo 6,78.1,82.61,81.9,18.1,0.0,De 1 a 30 alunos
MG,Belo Horizonte,COLEGIO SANTA MARIA NOVA SUICA,4,1,77,0.0,74,96.1,673.2,Grupo 6,75.8,93.24,95.9,4.1,0.0,De 61 a 90 alunos
MG,João Pinheiro,COL CENECISTA JOAO PINHEIRO,4,1,50,1.0,43,86.0,633.18,Grupo 5,52.2,90.7,92.5,7.5,0.0,De 31 a 60 alunos
MG,Vazante,C EDUC SEBASTIANA ALVES,4,1,10,0.0,10,100.0,595.71,Grupo 5,52.8,60.0,100.0,0.0,0.0,De 1 a 30 alunos
MG,Belo Horizonte,UNIDADE BH - CAMPUS I,1,1,471,1.0,449,95.33,717.8,Grupo 5,69.4,85.97,86.1,13.9,0.0,Maior que 90 alunos
MG,São João del Rei,CENTRO EDUCACIONAL FREI SERAFICO,4,1,52,0.0,52,100.0,673.77,Grupo 6,65.6,78.85,82.4,15.4,2.2,De 31 a 60 alunos
MG,Itabira,ESCOLA DE FORMACAO GERENCIAL -ITABIRA,4,1,24,0.0,19,79.17,533.25,Grupo 6,66.7,100.0,98.1,1.9,0.0,De 1 a 30 alunos
MG,Lavras,COLEGIO ADVENTISTA - FADMINAS,4,2,48,0.0,46,95.83,571.82,Grupo 5,44.6,56.52,94.2,4.7,1.1,De 31 a 60 alunos
MG,Belo Horizonte,COL DONA CLARA,4,1,54,3.0,51,94.44,631.45,Grupo 6,62.8,62.75,93.9,6.1,0.0,De 31 a 60 alunos
MG,Belo Horizonte,INST EDUC EVANGELICO MONTE SIAO,4,1,11,0.0,10,90.91,495.64,Grupo 5,61.5,90.0,77.6,20.4,2.0,De 1 a 30 alunos
MG,Pará de Minas,COLEGIO TECNICO SAO FRANCISCO DE ASSIS,4,1,16,0.0,15,93.75,601.47,Grupo 5,57.9,86.67,91.3,6.5,2.2,De 1 a 30 alunos
MG,Lagoa da Prata,INST MARIA AUGUSTA MACHADO - IMAM,4,1,23,0.0,20,86.96,597.59,Grupo 5,59.5,60.0,98.3,1.7,0.0,De 1 a 30 alunos
MG,Januária,EE MARIA ROSA NUNES,2,2,38,0.0,20,52.63,429.17,Grupo 1,45.4,90.0,86.0,2.3,11.7,De 31 a 60 alunos
MG,Viçosa,C EDUC COEDUCAR,4,1,23,0.0,22,95.65,568.02,Grupo 5,61.5,40.91,83.3,16.7,0.0,De 1 a 30 alunos
MG,Três Marias,EE JOAO GUIMARAES ROSA,2,1,138,1.0,79,57.25,492.7,Grupo 3,70.5,75.95,91.4,8.3,0.3,Maior que 90 alunos
MG,Frutal,COLEGIO OBJETIVO DE FRUTAL,4,1,32,0.0,29,90.63,513.94,Grupo 5,47.5,75.86,98.9,1.1,0.0,De 31 a 60 alunos
MG,Iturama,ESCOLA SISTEMA INTELIGENTE DE APRENDIZAGEM - COL OBJETIVO,4,1,20,0.0,19,95.0,500.11,Grupo 6,62.8,84.21,98.6,1.4,0.0,De 1 a 30 alunos
MG,Campina Verde,C EDUC GALILEU GALILEI,4,1,11,0.0,11,100.0,492.71,Grupo 4,72.2,81.82,100.0,0.0,0.0,De 1 a 30 alunos
MG,Almenara,COLEGIO COM DR FERNANDO MAGALHAES,4,1,14,0.0,13,92.86,563.72,Grupo 5,67.5,92.31,95.5,4.5,0.0,De 1 a 30 alunos
MG,Guanhães,COLEGIO VYGOTSKY,4,1,21,0.0,21,100.0,672.04,Grupo 5,50.0,66.67,98.4,1.6,0.0,De 1 a 30 alunos
MG,Caxambu,COLEGIO DOM FERRAZ,4,1,14,0.0,13,92.86,646.49,Grupo 5,61.8,0.0,98.1,1.9,0.0,De 1 a 30 alunos
MG,Piedade do Rio Grande,EE DOUTOR ANTONIO BATISTA DO NASCIMENTO,2,1,43,0.0,23,53.49,461.54,Grupo 3,81.7,95.65,86.9,2.3,10.8,De 31 a 60 alunos
MG,Extrema,PRIVEST SIST POSITIVO DE ENSINO,4,1,12,0.0,11,91.67,536.72,Grupo 6,44.0,81.82,100.0,0.0,0.0,De 1 a 30 alunos
MG,Leopoldina,COLEGIO CIDADE DE LEOPOLDINA,4,1,28,1.0,27,96.43,575.59,Grupo 4,43.2,92.59,100.0,0.0,0.0,De 1 a 30 alunos
MG,Ouro Preto,IFMG - CAMPUS OURO PRETO,1,1,227,1.0,216,95.15,578.28,Grupo 4,52.7,98.61,,,,Maior que 90 alunos
MG,Pitangui,CENTRO EDUCACIONAL PROFESSOR FRANCISCO SALDANHA LTDA,4,1,18,0.0,16,88.89,712.24,Grupo 5,73.0,93.75,96.2,3.8,0.0,De 1 a 30 alunos
MG,Belo Horizonte,EE MARIA ANDRADE RESENDE,2,1,160,2.0,120,75.0,509.73,Grupo 4,77.0,67.5,77.0,22.7,0.3,Maior que 90 alunos
MG,Juiz de Fora,COLEGIO PROF RICARDO MUSSE,4,1,63,0.0,57,90.48,534.47,Grupo 4,48.4,24.56,90.5,6.0,3.5,De 61 a 90 alunos
MG,Caratinga,EE MOACYR DE MATTOS,2,1,93,0.0,67,72.04,472.59,Grupo 3,72.2,88.06,92.1,3.8,4.1,Maior que 90 alunos
MG,Pedro Leopoldo,SEBRAE THEOTONIO BAPTISTA FREITAS,4,1,27,0.0,26,96.3,614.57,Grupo 6,78.6,0.0,97.6,2.4,0.0,De 1 a 30 alunos
MG,Ribeirão das Neves,REDE DE ENSINO GENESIS,4,1,13,0.0,13,100.0,560.95,Grupo 5,70.0,92.31,91.4,8.6,0.0,De 1 a 30 alunos
MG,Belo Horizonte,COL ABGAR RENAULT UNID GLORIA,4,1,17,0.0,14,82.35,490.31,Grupo 4,66.7,50.0,94.1,5.9,0.0,De 1 a 30 alunos
MG,Papagaios,EDUCANDARIO CECILIA MEIRELES,4,1,15,0.0,15,100.0,612.93,Grupo 3,64.9,73.33,97.7,2.3,0.0,De 1 a 30 alunos
MG,Arcos,SEBRAE ESC TEC DE FORM GERENCIAL,4,1,14,0.0,12,85.71,520.23,Grupo 5,57.5,100.0,100.0,0.0,0.0,De 1 a 30 alunos
MG,Alpinópolis,INST EDUC PE UBIRAJARA CABRAL,4,1,11,0.0,10,90.91,666.3,Grupo 5,52.9,80.0,100.0,0.0,0.0,De 1 a 30 alunos
MG,Datas,EE JULIANA CATARINA DA SILVEIRA,2,2,19,0.0,12,63.16,405.02,Grupo 2,58.3,100.0,76.3,19.4,4.3,De 1 a 30 alunos
MG,Timóteo,ESCOLA BATISTA DE ACESITA,4,1,99,0.0,97,97.98,704.13,Grupo 5,73.5,92.78,97.5,2.5,0.0,Maior que 90 alunos
MG,Guanhães,INST PRESBITERIANO GAMMON,4,1,11,0.0,11,100.0,674.95,Grupo 5,58.3,100.0,92.7,7.3,0.0,De 1 a 30 alunos
MG,Boa Esperança,COL SEI,4,1,24,0.0,24,100.0,542.93,Grupo 4,41.9,83.33,94.2,5.8,0.0,De 1 a 30 alunos
MG,Monte Sião,COLEGIO MONTE SIONENSE,4,1,35,0.0,33,94.29,681.55,Grupo 5,66.7,96.97,100.0,0.0,0.0,De 31 a 60 alunos
MG,Belo Horizonte,COLEGIO NOVO MUNDO,4,1,19,0.0,19,100.0,546.62,Grupo 5,72.2,78.95,98.5,1.5,0.0,De 1 a 30 alunos
MG,Belo Horizonte,COL MAXIMUS UNID PALMARES,4,1,22,0.0,21,95.45,685.39,Grupo 6,69.2,85.71,81.3,18.7,0.0,De 1 a 30 alunos
MG,Abre Campo,EE ABRE CAMPO,2,1,104,0.0,64,61.54,522.07,Grupo 3,72.8,95.31,84.0,7.8,8.2,Maior que 90 alunos
MG,Sabará,ESCOLA SESI HANS SCHLACHER DE ENSINO MEDIO,4,1,31,0.0,29,93.55,567.51,Grupo 4,100.0,89.66,90.0,10.0,0.0,De 31 a 60 alunos
MG,Santa Luzia,COL CRAMER,4,1,14,0.0,14,100.0,532.76,Grupo 5,76.3,92.86,97.0,3.0,0.0,De 1 a 30 alunos
MG,Montes Claros,COLLEGIUM PRISMA,4,1,154,5.0,141,91.56,583.8,Grupo 5,64.5,60.99,97.6,2.4,0.0,Maior que 90 alunos
MG,Belo Horizonte,COL EDNA RORIZ,4,1,34,0.0,29,85.29,634.58,Grupo 6,62.3,44.83,96.4,3.6,0.0,De 31 a 60 alunos
MG,São Gotardo,COLEGIO DIMENSAO ENSINO FUNDAMENTAL E MEDIO,4,1,16,0.0,14,87.5,595.91,Grupo 5,50.0,92.86,100.0,0.0,0.0,De 1 a 30 alunos
MG,São Sebastião do Paraíso,SEBRAE ESC TEC DE FORM GERENCIAL,4,1,15,0.0,13,86.67,591.1,Grupo 5,78.3,76.92,100.0,0.0,0.0,De 1 a 30 alunos
MG,Uberaba,COLEGIO LICEU ALBERT EINSTEIN,4,1,27,0.0,26,96.3,584.62,Grupo 5,47.4,73.08,90.2,9.0,0.8,De 1 a 30 alunos
MG,Arcos,INPA INSTITUTO PEDAGOGICO ARCOENSE,4,1,20,1.0,17,85.0,562.72,Grupo 5,65.0,76.47,98.3,1.7,0.0,De 1 a 30 alunos
MG,Sete Lagoas,COL IMPULSO,4,1,101,0.0,99,98.02,723.28,Grupo 6,63.5,83.84,93.7,6.3,0.0,Maior que 90 alunos
MG,Ipatinga,COLEGIO ADVENTISTA DE IPATINGA,4,1,21,0.0,16,76.19,522.47,Grupo 4,73.7,75.0,98.6,1.4,0.0,De 1 a 30 alunos
MG,Iturama,ESC DINAMICA,4,1,25,0.0,25,100.0,535.65,Grupo 5,74.3,68.0,100.0,0.0,0.0,De 1 a 30 alunos
MG,Belo Horizonte,COLEGIO CRISTAO CRESCER,4,1,24,1.0,17,70.83,521.11,Grupo 5,52.8,88.24,95.5,4.5,0.0,De 1 a 30 alunos
MG,Janaúba,COL PREMIO,4,1,22,0.0,19,86.36,571.21,Grupo 5,65.9,84.21,100.0,0.0,0.0,De 1 a 30 alunos
MG,Contagem,SEBRAE ESCOLA TECNICA DE FORMACAO GERENCIAL,4,1,20,0.0,18,90.0,634.76,Grupo 5,87.5,94.44,93.4,6.6,0.0,De 1 a 30 alunos
MG,Três Marias,COL MILLENIUM,4,1,13,0.0,12,92.31,526.68,Grupo 4,36.4,66.67,91.7,5.6,2.7,De 1 a 30 alunos
MG,Contagem,COLEGIO SAGRADO CORACAO DE JESUS,4,1,38,0.0,32,84.21,551.65,Grupo 5,64.9,56.25,83.2,16.8,0.0,De 31 a 60 alunos
MG,Bambuí,ESC COOP DE ENSINO DE BAMBUI,4,1,20,0.0,18,90.0,559.93,Grupo 5,54.3,55.56,95.1,0.0,4.9,De 1 a 30 alunos
MG,Contagem,INST EDUC NOVOS TEMPOS,4,1,63,0.0,60,95.24,551.77,Grupo 5,69.7,80.0,88.5,11.5,0.0,De 61 a 90 alunos
MG,Cataguases,SEBRAE ESC TEC DE FORM GERENCIAL,4,1,22,0.0,20,90.91,579.28,Grupo 3,52.5,80.0,98.8,1.2,0.0,De 1 a 30 alunos
MG,Cachoeira da Prata,EE MARIA ANALIA MENDES FERREIRA,2,1,41,0.0,26,63.41,477.42,Grupo 3,57.9,80.77,86.5,2.3,11.2,De 31 a 60 alunos
MG,Sete Lagoas,SESI CAT OTONI A DA COSTA UNID II,4,1,21,0.0,20,95.24,703.49,Grupo 5,80.0,75.0,93.2,6.8,0.0,De 1 a 30 alunos
MG,Campanha,ESCOLA SAO JOAO,4,1,11,1.0,11,100.0,571.71,Grupo 5,54.5,81.82,89.1,9.1,1.8,De 1 a 30 alunos
MG,Divinópolis,CEFET-MG - UNED DIVINOPOLIS,1,1,99,0.0,94,94.95,669.64,Grupo 5,61.8,100.0,96.4,2.6,1.0,Maior que 90 alunos
MG,Teixeiras,C EDUC RAINHA DA PAZ,4,1,18,0.0,15,83.33,427.11,Grupo 2,15.2,60.0,69.4,28.6,2.0,De 1 a 30 alunos
MG,Governador Valadares,EE PROFESSOR DARCY RIBEIRO,2,1,89,1.0,53,59.55,459.01,Grupo 3,60.0,79.25,60.8,28.8,10.4,De 61 a 90 alunos
MG,Belo Horizonte,EDUCANDARIO ESTRELAS DO FUTURO,4,1,19,0.0,18,94.74,551.12,Grupo 5,81.1,61.11,98.3,1.7,0.0,De 1 a 30 alunos
MG,Belo Oriente,EE JOAO HEMETRIO DE MENEZES,2,1,151,1.0,91,60.26,481.61,Grupo 3,70.7,92.31,81.1,14.3,4.6,Maior que 90 alunos
MG,Dores do Indaiá,COLEGIO ELYSIUM,4,1,32,0.0,30,93.75,512.02,Grupo 4,61.8,90.0,95.1,4.9,0.0,De 31 a 60 alunos
MG,Itapecerica,CEC CENTRO EDUCACIONAL CONSTRUIR,4,1,12,0.0,11,91.67,641.56,Grupo 4,32.4,90.91,100.0,0.0,0.0,De 1 a 30 alunos
MG,Teófilo Otoni,SEBRAE ESC TEC DE FORM GERENCIAL,4,1,32,0.0,32,100.0,605.8,Grupo 5,72.3,84.38,97.1,2.9,0.0,De 31 a 60 alunos
MG,Caxambu,C EDUC GENNY GOMES,4,1,37,0.0,34,91.89,582.87,Grupo 4,64.0,85.29,90.3,9.7,0.0,De 31 a 60 alunos
MG,Uberlândia,COLEGIO BATISTA MINEIRO,4,1,21,0.0,18,85.71,660.98,Grupo 5,79.6,72.22,88.7,11.3,0.0,De 1 a 30 alunos
MG,Carangola,ESCOLA OFFICINA DO SABER,4,1,50,0.0,47,94.0,584.89,Grupo 5,62.9,19.15,98.7,1.3,0.0,De 31 a 60 alunos
MG,Ibiá,COL ARCADE DE IBIA,4,1,11,0.0,11,100.0,551.98,Grupo 5,39.4,72.73,97.4,2.6,0.0,De 1 a 30 alunos
MG,Nova Lima,SEBRAE ESC TEC DE FORM GERENCIAL,4,1,60,0.0,54,90.0,532.48,Grupo 5,69.9,98.15,98.4,1.6,0.0,De 31 a 60 alunos
MG,Betim,COLEGIO NEUZA DUTRA,4,1,21,0.0,18,85.71,521.48,Grupo 4,0.0,88.89,97.3,1.4,1.3,De 1 a 30 alunos
MG,Ribeirão das Neves,EE CIDADE DOS MENINOS,2,1,470,0.0,324,68.94,484.53,Grupo 3,49.6,86.42,90.4,9.4,0.2,Maior que 90 alunos
MG,Contagem,INST PEDAG CRESCER,4,1,32,0.0,27,84.38,500.97,Grupo 4,68.3,81.48,94.7,5.3,0.0,De 31 a 60 alunos
MG,Contagem,NUCLEO EDUC BRAZ NETTO,4,1,28,0.0,22,78.57,497.09,Grupo 4,66.7,27.27,95.8,2.8,1.4,De 1 a 30 alunos
MG,Itambacuri,ESC COOPERATIVA CEPI DE ENS FUNDAMENTAL E ENS MEDIO,4,1,15,0.0,14,93.33,510.01,Grupo 4,28.6,100.0,100.0,0.0,0.0,De 1 a 30 alunos
MG,Patrocínio,COLEGIO PRISMA,4,1,32,0.0,30,93.75,580.34,Grupo 5,57.3,83.33,98.8,1.2,0.0,De 31 a 60 alunos
MG,Sete Lagoas,COLEGIO ANGLO DE SETE LAGOAS,4,1,71,0.0,68,95.77,614.3,Grupo 5,39.0,75.0,97.9,1.6,0.5,De 61 a 90 alunos
MG,Uberaba,SESI ESC ALBERTO MARTINS F BORGES,4,1,19,0.0,18,94.74,558.56,Grupo 5,67.6,94.44,98.9,1.1,0.0,De 1 a 30 alunos
MG,Capelinha,INST EDUC MANUEL LUIZ PEGO,4,1,16,0.0,16,100.0,605.94,Grupo 3,35.3,81.25,100.0,0.0,0.0,De 1 a 30 alunos
MG,Perdões,NUCLEO DE APRENDIZAGEM INTEGRAL,4,1,15,0.0,15,100.0,522.01,Grupo 4,73.5,86.67,100.0,0.0,0.0,De 1 a 30 alunos
MG,Cruzeiro da Fortaleza,EE CANDIDA CORTES CORREA,2,1,39,0.0,27,69.23,501.4,Grupo 4,61.7,88.89,82.9,3.0,14.1,De 31 a 60 alunos
MG,Itamonte,EDUC SAO FRANCISCO DE ASSIS,4,1,11,1.0,10,90.91,566.34,Grupo 4,10.0,100.0,94.7,2.6,2.7,De 1 a 30 alunos
MG,Araguari,C EDUC NOSSO LAR,4,1,39,0.0,31,79.49,512.15,Grupo 4,80.8,61.29,86.9,13.1,0.0,De 31 a 60 alunos
MG,Maria da Fé,COLEGIO 1º DE JUNHO,4,1,16,0.0,16,100.0,644.47,Grupo 4,46.2,100.0,100.0,0.0,0.0,De 1 a 30 alunos
MG,Campos Gerais,COL STA LUZIA,4,1,21,0.0,20,95.24,557.08,Grupo 4,69.0,95.0,100.0,0.0,0.0,De 1 a 30 alunos
MG,Contagem,INST EDUC PAULO FREIRE,4,1,18,0.0,17,94.44,585.64,Grupo 4,50.0,70.59,96.2,3.8,0.0,De 1 a 30 alunos
MG,Contagem,COLEGIO SAO GERALDO,4,1,26,0.0,21,80.77,539.34,Grupo 5,70.6,66.67,89.0,11.0,0.0,De 1 a 30 alunos
MG,Pedro Leopoldo,CAT MARIA JOSE D ALMEIDA MELLO,4,1,62,0.0,62,100.0,664.76,Grupo 5,60.6,80.65,88.4,11.6,0.0,De 61 a 90 alunos
MG,Brumadinho,ESCOLA SISTEMA PEDAGOGICO SEMEAR,4,1,24,0.0,24,100.0,597.13,Grupo 5,52.8,83.33,98.2,1.8,0.0,De 1 a 30 alunos
MG,Ibitiúra de Minas,EE CALIMERIA SILVEIRA,2,1,21,1.0,14,66.67,460.08,Grupo 4,58.3,100.0,93.0,4.7,2.3,De 1 a 30 alunos
MG,Pitangui,INSTITUTO ESTHER VALERIO,4,1,16,0.0,14,87.5,558.79,Grupo 4,17.6,71.43,100.0,0.0,0.0,De 1 a 30 alunos
MG,Caeté,NUCLEO COMUNITARIO EDUCACIONAL DE CAETE,4,1,25,0.0,23,92.0,596.02,Grupo 4,61.8,86.96,93.8,6.2,0.0,De 1 a 30 alunos
MG,Guaxupé,ESC INTERATIVA,4,1,14,0.0,13,92.86,633.34,Grupo 5,62.5,100.0,100.0,0.0,0.0,De 1 a 30 alunos
MG,Barroso,INVICTUS CENTRO DE ENSINO,4,1,17,0.0,16,94.12,550.41,Grupo 5,61.8,93.75,97.3,0.0,2.7,De 1 a 30 alunos
MG,Taiobeiras,CENTRO EDUCACIONAL BELIZA CORREA,4,1,18,0.0,16,88.89,559.28,Grupo 4,63.2,75.0,96.8,1.6,1.6,De 1 a 30 alunos
MG,Teófilo Otoni,COLEGIO TIRADENTES PMMG,2,1,79,0.0,72,91.14,517.09,Grupo 5,65.8,56.94,94.2,5.8,0.0,De 61 a 90 alunos
MG,João Monlevade,CESP COLEGIO DE ESTUDOS SUPLETIVOS,4,1,42,0.0,42,100.0,593.96,Grupo 5,45.8,76.19,98.1,1.9,0.0,De 31 a 60 alunos
MG,Divinópolis,CECRI C EDUC CRIATIVO,4,1,17,0.0,14,82.35,642.89,Grupo 5,62.2,85.71,86.9,13.1,0.0,De 1 a 30 alunos
MG,Belo Horizonte,COL CHROMOS N EDUC N SRA FATIMA,4,1,111,0.0,107,96.4,628.32,Grupo 6,63.4,38.32,93.2,6.8,0.0,Maior que 90 alunos
MG,Belo Horizonte,COLEGIO MILITAR DE BELO HORIZONTE,1,1,110,0.0,104,94.55,707.35,Grupo 5,79.5,89.42,96.1,3.9,0.0,Maior que 90 alunos
